epoch,iteration,D_A,G_A,cycle_A,idt_A,D_B,G_B,cycle_B,idt_B
103,740,0.089,0.601,0.412,0.259,0.072,0.556,0.551,0.132
103,840,0.029,0.672,0.392,0.191,0.016,0.833,0.676,0.168
103,940,0.097,0.462,0.57,0.208,0.186,0.828,0.568,0.198
103,1040,0.045,0.883,0.504,0.231,0.023,1.11,0.755,0.151
104,20,0.04,0.633,0.249,0.246,0.031,0.871,0.638,0.1
104,120,0.078,0.81,0.67,0.183,0.032,0.683,0.609,0.191
104,220,0.148,0.549,0.746,0.205,0.027,1.054,0.583,0.191
104,320,0.07,0.724,0.39,0.212,0.04,0.778,0.808,0.126
104,420,0.109,0.681,0.376,0.253,0.016,0.958,0.819,0.112
104,520,0.094,0.301,1.011,0.152,0.042,0.661,0.511,0.385
104,620,0.149,0.317,0.356,0.169,0.04,1.172,0.546,0.11
104,720,0.034,1.256,0.648,0.161,0.06,0.556,0.528,0.183
104,820,0.059,0.562,0.837,0.183,0.03,1.015,0.616,0.292
104,920,0.046,0.631,0.482,0.181,0.04,0.83,0.872,0.147
104,1020,0.2,0.263,0.245,0.177,0.054,1.076,0.568,0.212
104,1120,0.141,0.442,0.548,0.125,0.019,0.287,0.509,0.147
105,100,0.301,0.685,0.33,0.184,0.035,0.51,0.506,0.11
105,200,0.114,0.626,0.595,0.13,0.028,0.612,0.432,0.303
105,300,0.036,1.071,0.497,0.162,0.086,0.454,0.522,0.172
105,400,0.087,0.514,0.372,0.179,0.107,0.531,0.828,0.109
105,500,0.127,0.176,0.318,0.157,0.069,0.342,0.537,0.103
105,600,0.037,0.897,0.454,0.168,0.099,0.421,0.555,0.106
105,700,0.074,0.516,0.598,0.169,0.193,0.662,0.568,0.176
105,800,0.098,0.536,0.347,0.157,0.136,0.654,0.514,0.101
105,900,0.079,0.648,0.453,0.158,0.159,0.291,0.52,0.144
105,1000,0.077,0.543,0.311,0.192,0.187,0.274,0.595,0.091
105,1100,0.05,0.813,0.773,0.265,0.118,0.382,1.415,0.15
106,80,0.265,0.692,0.845,0.302,0.081,0.505,1.216,0.141
106,180,0.017,1.123,0.702,0.324,0.252,0.583,0.659,0.132
106,280,0.096,0.575,0.293,0.741,0.119,0.776,0.968,0.089
106,380,0.107,0.878,0.53,0.126,0.045,0.714,0.561,0.172
106,480,0.04,0.738,0.521,0.348,0.037,0.379,0.956,0.126
106,580,0.043,0.653,0.631,0.25,0.16,0.619,0.674,0.078
106,680,0.163,0.588,0.483,0.181,0.318,0.143,0.545,0.141
106,780,0.068,0.565,0.389,0.174,0.11,0.55,0.499,0.109
106,880,0.038,0.939,0.582,0.194,0.181,0.223,0.593,0.132
106,980,0.052,0.722,0.432,0.235,0.163,0.797,0.738,0.096
106,1080,0.046,0.613,0.361,0.157,0.13,0.464,0.58,0.103
107,60,0.038,0.779,0.457,0.184,0.059,0.697,0.558,0.101
107,160,0.073,0.882,0.382,0.189,0.185,0.26,0.618,0.105
107,260,0.045,0.712,0.617,0.317,0.117,0.414,0.745,0.198
107,360,0.024,0.629,0.447,0.212,0.074,0.872,0.614,0.114
107,460,0.057,0.999,0.393,1.215,0.144,0.326,1.675,0.111
107,560,0.023,1.08,0.64,0.217,0.136,0.372,0.764,0.149
107,660,0.021,1.187,0.433,0.26,0.12,0.514,0.779,0.111
107,760,0.012,1.143,0.492,0.194,0.071,0.419,0.665,0.116
107,860,0.033,0.687,0.55,0.245,0.096,0.497,0.679,0.07
107,960,0.028,1.033,0.277,0.2,0.219,0.775,0.632,0.074
107,1060,0.065,1.016,0.552,0.247,0.198,0.597,0.727,0.194
108,40,0.02,0.837,0.354,0.134,0.107,0.477,0.408,0.1
108,140,0.07,0.525,0.558,0.17,0.263,0.182,0.402,0.123
108,240,0.088,0.716,0.362,0.222,0.08,0.316,0.67,0.123
108,340,0.075,0.275,0.5,0.225,0.163,0.313,0.592,0.145
108,440,0.018,0.813,0.579,0.218,0.195,1.057,0.565,0.206
108,540,0.13,0.517,0.612,0.157,0.167,0.319,0.567,0.322
108,640,0.091,0.426,0.516,0.2,0.067,0.631,0.588,0.215
108,740,0.065,0.652,0.54,0.2,0.1,0.708,0.676,0.18
108,840,0.206,0.201,0.485,0.182,0.227,0.524,0.559,0.159
108,940,0.117,0.414,0.275,0.148,0.194,0.702,0.508,0.072
108,1040,0.058,0.647,0.356,0.193,0.192,0.813,0.596,0.109
109,20,0.18,0.691,0.396,0.163,0.047,0.395,0.477,0.105
109,120,0.097,0.81,0.335,0.144,0.026,0.382,0.489,0.099
109,220,0.043,0.421,0.389,0.185,0.3,0.43,0.574,0.136
109,320,0.099,0.617,0.357,0.15,0.048,0.725,0.468,0.103
109,420,0.097,0.445,0.521,0.2,0.099,0.575,0.59,0.172
109,520,0.039,0.954,0.362,0.165,0.08,0.519,0.627,0.099
109,620,0.05,0.592,0.566,0.271,0.101,0.652,0.616,0.168
109,720,0.113,0.413,0.53,0.213,0.056,0.642,0.629,0.115
109,820,0.085,0.854,0.41,0.151,0.356,0.973,0.522,0.162
109,920,0.286,0.742,0.614,0.172,0.197,0.338,0.53,0.156
109,1020,0.031,0.626,0.6,0.189,0.137,0.332,0.682,0.154
109,1120,0.013,0.54,0.352,0.195,0.035,0.705,0.64,0.102
110,100,0.052,0.631,0.48,0.165,0.168,0.353,0.521,0.1
110,200,0.024,0.514,0.35,0.198,0.157,0.645,0.655,0.1
110,300,0.074,0.601,0.498,0.285,0.059,0.607,0.777,0.15
110,400,0.166,0.683,0.339,0.201,0.063,0.386,0.642,0.1
110,500,0.038,0.462,0.359,0.142,0.174,0.655,0.588,0.095
110,600,0.032,0.496,0.406,0.237,0.11,0.42,0.762,0.117
110,700,0.242,0.221,0.434,0.215,0.28,0.345,0.79,0.116
110,800,0.227,0.456,0.354,0.223,0.231,0.272,0.496,0.096
110,900,0.096,0.383,0.437,0.123,0.112,0.458,0.369,0.134
110,1000,0.103,0.355,0.234,0.185,0.141,0.477,0.563,0.06
110,1100,0.063,0.439,0.655,0.121,0.12,0.266,0.417,0.228
111,80,0.177,0.256,0.402,0.381,0.069,0.505,0.635,0.109
111,180,0.059,0.737,0.437,0.17,0.15,0.391,0.541,0.132
111,280,0.117,0.435,0.353,0.18,0.049,0.254,0.588,0.104
111,380,0.122,0.853,0.282,0.133,0.297,0.129,0.477,0.081
111,480,0.093,0.927,0.35,0.245,0.217,0.416,0.78,0.094
111,580,0.104,0.715,0.511,0.171,0.194,0.511,0.54,0.145
111,680,0.126,0.309,0.402,0.182,0.094,0.658,0.583,0.126
111,780,0.196,0.228,0.28,0.155,0.121,0.749,0.547,0.08
111,880,0.094,0.485,0.524,0.207,0.19,0.248,0.54,0.102
111,980,0.028,1.127,0.432,0.305,0.105,0.467,0.797,0.075
111,1080,0.032,0.777,0.37,0.185,0.044,0.685,0.786,0.122
112,60,0.071,0.555,0.515,0.194,0.1,0.442,0.591,0.142
112,160,0.016,0.756,0.315,0.182,0.132,0.526,0.6,0.148
112,260,0.015,0.932,0.406,0.419,0.115,1.983,1.035,0.148
112,360,0.018,0.837,0.362,0.195,0.095,0.46,0.567,0.074
112,460,0.022,0.794,0.429,0.2,0.196,0.319,0.601,0.164
112,560,0.02,0.975,0.683,0.23,0.038,0.612,0.696,0.147
112,660,0.018,0.849,0.411,0.279,0.044,0.802,0.607,0.09
112,760,0.022,0.919,0.502,0.228,0.073,0.45,0.739,0.145
112,860,0.02,1.319,0.769,0.212,0.125,0.687,0.661,0.16
112,960,0.013,0.937,0.318,0.229,0.215,0.412,0.718,0.136
112,1060,0.015,0.83,0.495,0.221,0.083,0.542,0.885,0.153
113,40,0.038,0.585,0.618,0.209,0.194,0.48,0.627,0.178
113,140,0.035,1.017,0.298,0.263,0.218,0.44,0.703,0.091
113,240,0.059,0.571,0.656,0.217,0.196,0.637,0.759,0.378
113,340,0.042,0.562,0.475,0.216,0.174,0.397,0.602,0.104
113,440,0.013,0.74,0.611,0.151,0.226,0.648,0.472,0.212
113,540,0.014,1.127,0.618,0.149,0.187,0.274,0.532,0.111
113,640,0.014,1.038,0.353,0.223,0.058,0.894,0.64,0.109
113,740,0.138,0.201,0.378,0.167,0.245,0.553,0.567,0.078
113,840,0.024,0.803,0.378,0.195,0.119,0.638,0.655,0.088
113,940,0.017,0.511,0.454,0.216,0.093,0.459,0.612,0.106
113,1040,0.114,0.662,0.4,0.259,0.073,0.681,0.798,0.117
114,20,0.017,0.718,0.482,0.196,0.137,0.485,0.612,0.136
114,120,0.095,0.412,0.371,0.189,0.2,0.257,0.644,0.111
114,220,0.06,0.54,0.336,0.183,0.374,0.767,0.668,0.098
114,320,0.053,0.634,0.358,0.248,0.052,0.456,0.672,0.101
114,420,0.114,0.65,0.537,0.39,0.137,0.268,0.797,0.133
114,520,0.023,0.941,0.422,0.191,0.195,0.512,0.611,0.11
114,620,0.02,0.913,0.502,0.215,0.101,0.219,0.586,0.157
114,720,0.015,1.079,0.348,0.217,0.08,0.528,0.697,0.097
114,820,0.014,0.502,0.45,0.166,0.103,0.451,0.571,0.101
114,920,0.217,0.716,0.326,0.11,0.04,0.436,0.418,0.098
114,1020,0.093,0.686,0.387,0.16,0.223,0.35,0.582,0.102
114,1120,0.16,0.723,0.34,0.175,0.129,0.615,0.623,0.074
115,100,0.023,0.613,0.355,0.164,0.123,0.447,0.541,0.104
115,200,0.148,0.4,0.343,0.194,0.24,0.502,0.738,0.084
115,300,0.191,0.916,0.502,0.141,0.184,0.359,0.523,0.133
115,400,0.056,0.534,0.525,0.177,0.081,0.579,0.672,0.16
115,500,0.067,0.506,0.343,0.176,0.033,0.893,0.613,0.099
115,600,0.023,1.021,0.443,0.19,0.09,0.68,0.714,0.152
115,700,0.114,0.505,0.367,0.165,0.101,0.393,0.555,0.121
115,800,0.124,0.336,0.34,0.179,0.272,0.439,0.56,0.088
115,900,0.084,0.428,0.303,0.1,0.147,0.469,0.352,0.095
115,1000,0.04,0.548,0.628,0.131,0.142,0.419,0.483,0.167
115,1100,0.053,0.736,0.344,0.176,0.146,0.306,0.616,0.104
116,80,0.124,0.594,0.689,0.147,0.254,0.13,0.473,0.165
116,180,0.257,0.468,0.399,0.266,0.246,0.793,0.728,0.12
116,280,0.018,0.989,0.508,0.266,0.04,0.837,0.778,0.199
116,380,0.133,0.603,0.468,0.143,0.147,0.472,0.492,0.126
116,480,0.042,0.754,0.274,0.163,0.091,0.491,0.568,0.081
116,580,0.216,0.263,0.72,0.171,0.096,0.509,0.613,0.156
116,680,0.077,0.454,0.335,0.11,0.076,0.496,0.421,0.1
116,780,0.184,0.827,0.506,0.184,0.119,0.457,0.624,0.145
116,880,0.082,0.491,0.327,0.198,0.061,0.545,0.549,0.095
116,980,0.051,0.328,0.414,0.17,0.337,0.655,0.573,0.118
116,1080,0.16,0.286,0.481,0.152,0.197,0.433,0.515,0.104
117,60,0.081,0.448,0.713,0.159,0.11,0.479,0.611,0.306
117,160,0.124,0.647,0.348,0.158,0.141,0.296,0.51,0.105
117,260,0.065,0.514,0.376,0.123,0.11,0.378,0.464,0.098
117,360,0.147,1.024,0.473,0.132,0.115,0.424,0.509,0.129
117,460,0.144,0.276,0.521,0.146,0.166,0.119,0.51,0.096
117,560,0.038,0.579,0.341,0.212,0.15,0.187,0.683,0.11
117,660,0.086,0.978,0.568,0.17,0.27,0.337,0.592,0.188
117,760,0.064,0.404,0.358,0.22,0.104,0.378,0.792,0.096
117,860,0.291,0.565,0.584,0.172,0.219,0.552,0.54,0.16
117,960,0.135,0.306,0.51,0.21,0.205,0.546,0.685,0.139
117,1060,0.026,0.755,0.501,0.222,0.14,0.429,0.691,0.148
118,40,0.23,0.799,0.331,0.159,0.033,0.288,0.483,0.098
118,140,0.028,0.888,0.34,0.212,0.065,0.63,0.703,0.099
118,240,0.126,0.369,0.54,0.202,0.365,0.4,0.6,0.092
118,340,0.029,0.786,0.304,0.17,0.213,0.447,0.572,0.072
118,440,0.035,0.416,0.353,0.191,0.188,0.583,0.564,0.096
118,540,0.124,0.347,0.351,0.169,0.175,0.217,0.546,0.153
118,640,0.036,0.687,0.551,0.159,0.068,0.69,0.582,0.102
118,740,0.034,0.767,0.364,0.153,0.107,0.326,0.545,0.109
118,840,0.095,0.7,0.334,0.141,0.059,0.329,0.453,0.097
118,940,0.056,1.227,0.551,0.215,0.046,0.25,0.783,0.162
118,1040,0.09,0.876,0.342,0.131,0.359,0.482,0.472,0.173
119,20,0.028,0.744,0.32,0.176,0.208,0.844,0.616,0.11
119,120,0.091,0.407,0.333,0.204,0.23,0.47,0.674,0.105
119,220,0.206,0.382,0.596,0.141,0.235,0.781,0.42,0.105
119,320,0.387,1.035,0.513,0.135,0.118,0.718,0.504,0.137
119,420,0.049,0.623,0.239,0.163,0.111,0.516,0.569,0.067
119,520,0.153,1.157,0.419,0.111,0.126,0.251,0.35,0.14
119,620,0.11,1.077,0.287,0.185,0.082,0.183,0.652,0.07
119,720,0.057,0.546,0.38,0.158,0.082,0.802,0.56,0.178
119,820,0.099,0.815,0.332,0.151,0.111,0.364,0.516,0.092
119,920,0.164,0.78,0.492,0.249,0.13,0.397,0.66,0.124
119,1020,0.159,0.867,0.513,0.182,0.073,0.466,0.524,0.192
119,1120,0.072,0.533,0.386,0.15,0.131,0.339,0.516,0.115
120,100,0.064,0.625,0.315,0.146,0.365,0.413,0.548,0.073
120,200,0.019,0.468,0.473,0.145,0.078,0.532,0.528,0.089
120,300,0.089,0.928,0.494,0.215,0.092,0.636,0.638,0.135
120,400,0.082,0.762,0.35,0.19,0.183,0.247,0.652,0.102
120,500,0.052,0.742,0.349,0.156,0.245,0.752,0.496,0.128
120,600,0.089,0.646,0.386,0.154,0.195,0.332,0.55,0.123
120,700,0.077,0.663,0.364,0.142,0.078,0.449,0.456,0.104
120,800,0.078,0.863,0.326,0.162,0.164,0.281,0.569,0.09
120,900,0.172,0.767,0.339,0.113,0.025,0.6,0.415,0.105
120,1000,0.207,0.639,0.424,0.119,0.188,0.237,0.465,0.115
120,1100,0.08,0.308,0.428,0.147,0.422,0.825,0.532,0.13
121,80,0.118,0.381,0.338,0.163,0.169,0.273,0.628,0.091
121,180,0.039,0.595,0.382,0.145,0.2,0.568,0.56,0.085
121,280,0.048,0.763,0.439,0.186,0.086,0.239,0.623,0.155
121,380,0.133,0.358,0.274,0.176,0.141,0.465,0.62,0.09
121,480,0.024,0.852,0.592,0.175,0.096,0.854,0.561,0.156
121,580,0.069,0.457,0.661,0.141,0.13,0.715,0.503,0.212
121,680,0.055,0.531,0.344,0.149,0.092,0.426,0.528,0.097
121,780,0.118,0.887,0.299,0.152,0.15,0.351,0.609,0.096
121,880,0.077,1.18,0.337,0.15,0.087,0.528,0.544,0.092
121,980,0.124,0.636,0.411,0.168,0.131,0.097,0.476,0.111
121,1080,0.172,0.397,0.427,0.126,0.069,0.378,0.474,0.113
122,60,0.11,0.369,0.581,0.152,0.191,0.302,0.599,0.123
122,160,0.192,0.955,0.323,0.17,0.054,0.559,0.641,0.096
122,260,0.102,0.408,0.463,0.147,0.227,0.429,0.483,0.094
122,360,0.133,0.659,0.287,0.209,0.154,0.197,0.674,0.11
122,460,0.131,0.529,0.419,0.231,0.268,0.348,0.5,0.104
122,560,0.054,0.626,0.266,0.206,0.114,0.441,0.72,0.065
122,660,0.022,0.443,0.414,0.171,0.092,0.432,0.596,0.101
122,760,0.065,0.385,0.353,0.151,0.174,0.386,0.556,0.089
122,860,0.1,0.375,0.473,0.114,0.163,0.448,0.479,0.111
122,960,0.044,0.904,0.33,0.151,0.172,0.258,0.665,0.092
122,1060,0.04,0.459,0.323,0.213,0.133,0.83,0.667,0.077
123,40,0.044,0.686,0.369,0.091,0.185,0.271,0.361,0.089
123,140,0.032,0.885,0.606,0.117,0.086,0.423,0.454,0.146
123,240,0.173,0.445,0.338,0.164,0.193,0.203,0.543,0.097
123,340,0.137,0.927,0.604,0.15,0.131,0.34,0.509,0.18
123,440,0.03,0.601,0.202,0.135,0.177,0.494,0.505,0.054
123,540,0.024,0.684,0.418,0.159,0.069,0.534,0.515,0.113
123,640,0.1,0.4,0.403,0.21,0.059,0.715,0.662,0.13
123,740,0.189,0.536,0.514,0.235,0.165,0.508,0.511,0.157
123,840,0.076,0.809,0.246,0.139,0.154,0.436,0.502,0.061
123,940,0.134,0.338,0.504,0.171,0.159,0.573,0.589,0.11
123,1040,0.2,0.654,0.54,0.149,0.465,0.593,0.64,0.1
124,20,0.015,0.744,0.344,0.144,0.064,0.533,0.491,0.098
124,120,0.174,0.663,0.692,0.174,0.194,0.44,0.467,0.208
124,220,0.033,0.76,0.288,0.163,0.123,0.446,0.51,0.123
124,320,0.035,0.847,0.436,0.14,0.053,0.586,0.519,0.124
124,420,0.232,0.229,0.418,0.105,0.267,0.345,0.405,0.08
124,520,0.059,0.795,0.489,0.21,0.14,0.314,0.556,0.093
124,620,0.114,0.599,0.3,0.176,0.133,0.301,0.579,0.084
124,720,0.053,0.625,0.329,0.197,0.04,0.653,0.678,0.093
124,820,0.138,0.292,0.403,0.141,0.178,0.272,0.529,0.092
124,920,0.19,0.894,0.339,0.141,0.082,0.425,0.532,0.093
124,1020,0.087,0.461,0.416,0.147,0.19,0.238,0.519,0.154
124,1120,0.043,0.512,0.326,0.142,0.076,0.578,0.571,0.072
125,100,0.107,0.77,0.615,0.14,0.149,0.389,0.451,0.19
125,200,0.073,0.66,0.343,0.094,0.063,0.472,0.388,0.102
125,300,0.08,0.132,0.546,0.106,0.335,0.82,0.395,0.128
125,400,0.144,0.209,0.342,0.2,0.105,0.381,0.542,0.076
125,500,0.12,0.377,0.347,0.139,0.149,0.524,0.503,0.103
125,600,0.04,0.456,0.43,0.15,0.078,0.473,0.519,0.12
125,700,0.141,0.297,0.339,0.185,0.181,0.459,0.615,0.134
125,800,0.174,0.767,0.387,0.156,0.261,0.399,0.564,0.089
125,900,0.048,0.884,0.514,0.201,0.077,0.55,0.608,0.136
125,1000,0.136,0.841,0.521,0.141,0.044,0.549,0.502,0.12
125,1100,0.015,1.024,0.324,0.18,0.127,0.242,0.6,0.091
126,80,0.059,0.913,0.458,0.297,0.065,0.547,0.988,0.141
126,180,0.029,1.054,0.409,0.268,0.075,0.521,0.594,0.092
126,280,0.027,1.021,0.372,0.189,0.037,0.737,0.644,0.097
126,380,0.098,0.381,0.347,0.188,0.062,0.58,0.589,0.097
126,480,0.042,0.811,0.66,0.173,0.112,0.356,0.512,0.06
126,580,0.039,0.666,0.367,0.191,0.054,0.657,0.655,0.09
126,680,0.044,0.724,0.444,0.161,0.23,0.304,0.604,0.1
126,780,0.027,0.537,0.331,0.211,0.06,0.602,0.702,0.091
126,880,0.134,0.565,0.417,0.118,0.196,0.321,0.403,0.14
126,980,0.069,0.515,0.254,0.139,0.183,0.431,0.464,0.06
126,1080,0.067,0.697,0.311,0.191,0.205,0.357,0.58,0.081
127,60,0.024,0.785,0.393,0.152,0.045,0.643,0.518,0.114
127,160,0.041,1.235,0.501,0.149,0.047,0.506,0.545,0.147
127,260,0.068,0.514,0.332,0.188,0.102,0.367,0.554,0.092
127,360,0.189,0.224,0.268,0.124,0.287,0.499,0.438,0.072
127,460,0.11,0.459,0.275,0.126,0.221,0.328,0.417,0.061
127,560,0.123,0.706,0.461,0.174,0.104,0.523,0.68,0.125
127,660,0.068,0.306,0.267,0.213,0.353,0.435,0.736,0.094
127,760,0.096,0.233,0.397,0.15,0.102,0.512,0.469,0.106
127,860,0.048,0.676,0.398,0.144,0.118,0.424,0.493,0.089
127,960,0.049,0.667,0.45,0.149,0.081,1.022,0.505,0.163
127,1060,0.034,0.745,0.436,0.153,0.06,0.669,0.538,0.118
128,40,0.1,0.693,0.406,0.134,0.204,0.371,0.488,0.134
128,140,0.033,0.455,0.319,0.147,0.145,0.373,0.422,0.165
128,240,0.072,0.174,0.445,0.111,0.284,0.583,0.444,0.113
128,340,0.176,0.551,0.412,0.148,0.049,0.335,0.457,0.105
128,440,0.096,0.542,0.32,0.11,0.23,0.459,0.411,0.099
128,540,0.027,0.882,0.395,0.227,0.124,0.389,0.638,0.099
128,640,0.065,0.791,0.419,0.182,0.151,0.459,0.576,0.102
128,740,0.032,0.677,0.388,0.137,0.145,0.387,0.532,0.111
128,840,0.044,0.54,0.34,0.148,0.033,0.629,0.515,0.099
128,940,0.053,0.853,0.294,0.171,0.226,0.267,0.591,0.066
128,1040,0.096,0.526,0.402,0.095,0.271,0.227,0.435,0.083
129,20,0.148,0.865,0.326,0.139,0.063,0.581,0.461,0.092
129,120,0.046,0.728,0.611,0.117,0.147,0.457,0.448,0.18
129,220,0.018,0.65,0.335,0.281,0.026,0.664,0.734,0.103
129,320,0.109,0.371,0.371,0.135,0.338,0.676,0.487,0.166
129,420,0.036,0.486,0.384,0.149,0.215,0.912,0.545,0.104
129,520,0.126,0.322,0.384,0.144,0.106,0.413,0.574,0.083
129,620,0.137,0.603,0.384,0.174,0.119,0.563,0.559,0.096
129,720,0.098,0.29,0.302,0.15,0.25,0.611,0.524,0.123
129,820,0.077,0.508,0.399,0.132,0.161,0.313,0.473,0.107
129,920,0.023,0.426,0.331,0.159,0.093,0.655,0.591,0.081
129,1020,0.22,0.736,0.32,0.143,0.051,0.609,0.57,0.09
129,1120,0.098,0.311,0.295,0.14,0.278,0.306,0.478,0.085
130,100,0.084,0.815,0.608,0.11,0.173,0.398,0.415,0.196
130,200,0.239,0.584,0.313,0.124,0.267,0.808,0.484,0.063
130,300,0.086,0.609,0.338,0.135,0.202,0.453,0.498,0.091
130,400,0.11,0.433,0.388,0.187,0.25,0.323,0.534,0.117
130,500,0.364,0.451,0.494,0.096,0.117,0.496,0.354,0.123
130,600,0.237,0.635,0.508,0.167,0.09,0.401,0.537,0.124
130,700,0.068,0.482,0.331,0.157,0.193,0.481,0.691,0.075
130,800,0.123,0.744,0.47,0.13,0.095,0.469,0.474,0.14
130,900,0.051,0.986,0.32,0.139,0.211,0.578,0.583,0.102
130,1000,0.108,0.785,0.418,0.147,0.212,0.381,0.516,0.155
130,1100,0.219,0.595,0.467,0.163,0.087,0.616,0.529,0.114
131,80,0.157,0.497,0.546,0.138,0.164,0.261,0.524,0.121
131,180,0.086,0.601,0.332,0.178,0.217,0.163,0.531,0.089
131,280,0.103,0.515,0.497,0.159,0.068,0.755,0.537,0.145
131,380,0.148,0.781,0.345,0.098,0.175,0.278,0.493,0.09
131,480,0.184,0.83,0.288,0.117,0.184,0.573,0.417,0.074
131,580,0.036,0.823,0.334,0.152,0.064,0.556,0.593,0.092
131,680,0.109,1.039,0.394,0.169,0.093,0.415,0.618,0.088
131,780,0.034,0.992,0.493,0.137,0.09,0.494,0.476,0.143
131,880,0.121,0.266,0.326,0.095,0.033,0.735,0.39,0.09
131,980,0.124,0.381,0.317,0.157,0.156,0.598,0.535,0.072
131,1080,0.159,1.303,0.455,0.165,0.175,0.325,0.53,0.095
132,60,0.08,0.75,0.325,0.102,0.02,0.579,0.355,0.089
132,160,0.081,0.487,0.366,0.144,0.247,0.37,0.475,0.081
132,260,0.084,0.413,0.544,0.104,0.15,0.459,0.436,0.145
132,360,0.091,0.448,0.464,0.153,0.187,0.504,0.532,0.124
132,460,0.041,0.232,0.369,0.146,0.099,0.481,0.551,0.101
132,560,0.042,0.64,0.201,0.146,0.247,0.275,0.521,0.051
132,660,0.063,0.642,0.328,0.13,0.034,0.509,0.501,0.091
132,760,0.095,0.459,0.34,0.156,0.244,0.468,0.531,0.086
132,860,0.105,0.459,0.269,0.126,0.144,0.59,0.5,0.098
132,960,0.071,0.507,0.47,0.21,0.088,0.476,0.682,0.116
132,1060,0.027,0.919,0.412,0.143,0.255,0.831,0.529,0.101
133,40,0.064,0.515,0.473,0.152,0.178,0.389,0.575,0.134
133,140,0.104,0.738,0.287,0.122,0.145,0.412,0.423,0.068
133,240,0.225,0.555,0.257,0.175,0.15,0.429,0.55,0.066
133,340,0.216,0.619,0.355,0.118,0.111,0.351,0.436,0.09
133,440,0.073,0.649,0.48,0.217,0.164,0.511,0.748,0.122
133,540,0.053,0.435,0.36,0.195,0.168,0.387,0.601,0.082
133,640,0.052,0.431,0.296,0.205,0.129,0.302,0.641,0.164
133,740,0.053,0.818,0.541,0.139,0.165,0.677,0.539,0.123
133,840,0.03,0.753,0.474,0.135,0.056,0.465,0.49,0.127
133,940,0.064,0.405,0.372,0.186,0.17,0.316,0.627,0.083
133,1040,0.154,0.585,0.275,0.234,0.132,0.353,0.603,0.076
134,20,0.091,0.638,0.416,0.127,0.184,0.337,0.429,0.103
134,120,0.069,0.538,0.313,0.181,0.17,0.516,0.518,0.077
134,220,0.025,0.866,0.331,0.212,0.074,0.489,0.675,0.091
134,320,0.082,0.493,0.424,0.126,0.118,0.31,0.408,0.126
134,420,0.029,0.864,0.335,0.184,0.103,0.396,0.547,0.087
134,520,0.046,0.628,0.308,0.145,0.202,0.413,0.586,0.082
134,620,0.019,0.621,0.367,0.14,0.07,0.586,0.513,0.088
134,720,0.059,0.409,0.307,0.143,0.11,0.386,0.528,0.084
134,820,0.101,0.48,0.447,0.094,0.091,0.516,0.371,0.118
134,920,0.107,0.726,0.45,0.116,0.112,0.539,0.444,0.103
134,1020,0.273,0.57,0.243,0.167,0.178,0.42,0.437,0.082
134,1120,0.064,0.519,0.289,0.139,0.151,0.516,0.525,0.07
135,100,0.064,0.326,0.356,0.144,0.172,0.735,0.498,0.083
135,200,0.019,0.593,0.467,0.133,0.111,0.569,0.482,0.096
135,300,0.096,0.433,0.258,0.128,0.098,0.569,0.481,0.083
135,400,0.015,1.056,0.451,0.152,0.209,0.471,0.529,0.118
135,500,0.058,0.319,0.41,0.151,0.167,0.673,0.539,0.109
135,600,0.033,0.903,0.332,0.143,0.081,0.503,0.518,0.075
135,700,0.041,0.578,0.436,0.152,0.211,0.637,0.529,0.068
135,800,0.032,0.832,0.328,0.162,0.106,0.596,0.563,0.086
135,900,0.031,0.6,0.44,0.185,0.137,0.293,0.589,0.098
135,1000,0.106,0.366,0.318,0.14,0.229,0.568,0.487,0.1
135,1100,0.274,0.235,0.402,0.141,0.216,0.393,0.48,0.078
136,80,0.182,0.56,0.335,0.146,0.065,0.414,0.517,0.087
136,180,0.116,0.594,0.291,0.139,0.21,0.482,0.408,0.07
136,280,0.166,0.798,0.459,0.099,0.171,0.546,0.39,0.093
136,380,0.054,0.601,0.343,0.162,0.118,0.414,0.509,0.088
136,480,0.235,0.821,0.196,0.12,0.166,0.334,0.492,0.054
136,580,0.045,0.695,0.334,0.145,0.044,0.585,0.513,0.089
136,680,0.167,0.65,0.333,0.192,0.09,0.459,0.488,0.089
136,780,0.047,0.598,0.28,0.139,0.216,0.591,0.5,0.065
136,880,0.157,0.412,0.322,0.101,0.156,0.366,0.351,0.086
136,980,0.058,0.627,0.486,0.201,0.108,0.276,0.671,0.08
136,1080,0.061,0.698,0.411,0.161,0.102,0.482,0.554,0.114
137,60,0.044,0.617,0.213,0.13,0.311,0.341,0.487,0.057
137,160,0.066,0.583,0.361,0.135,0.185,0.432,0.522,0.091
137,260,0.04,0.876,0.24,0.226,0.224,0.521,0.593,0.058
137,360,0.194,0.774,0.46,0.12,0.171,0.326,0.423,0.121
137,460,0.259,0.564,0.369,0.112,0.253,0.402,0.405,0.079
137,560,0.124,0.706,0.278,0.131,0.143,0.387,0.49,0.075
137,660,0.133,0.444,0.422,0.162,0.265,0.531,0.585,0.096
137,760,0.101,1.028,0.42,0.134,0.2,0.474,0.514,0.153
137,860,0.027,0.919,0.525,0.156,0.098,0.335,0.527,0.123
137,960,0.173,0.449,0.338,0.147,0.121,0.336,0.457,0.091
137,1060,0.203,0.917,0.339,0.118,0.042,0.297,0.43,0.089
138,40,0.134,0.432,0.338,0.099,0.218,0.356,0.36,0.077
