epoch,iteration,D_A,G_A,cycle_A,idt_A,D_B,G_B,cycle_B,idt_B
125,600,0.077,0.813,0.511,0.121,0.201,0.373,0.412,0.083
125,700,0.087,0.643,0.306,0.132,0.08,0.28,0.442,0.073
125,800,0.092,0.653,0.312,0.137,0.12,0.217,0.466,0.072
125,900,0.036,0.751,0.303,0.169,0.249,0.406,0.537,0.08
125,1000,0.057,0.582,0.439,0.138,0.103,0.507,0.515,0.1
125,1100,0.096,0.488,0.271,0.169,0.305,0.396,0.659,0.058
126,80,0.152,0.716,0.445,0.102,0.11,0.384,0.351,0.126
126,180,0.06,0.288,0.269,0.17,0.253,0.514,0.631,0.052
126,280,0.107,0.986,0.323,0.101,0.078,0.574,0.378,0.075
126,380,0.101,0.682,0.249,0.208,0.319,0.883,0.737,0.084
126,480,0.156,0.894,0.333,0.099,0.199,0.541,0.41,0.073
126,580,0.049,0.665,0.269,0.137,0.177,0.398,0.489,0.077
126,680,0.053,0.677,0.475,0.139,0.211,0.788,0.47,0.096
126,780,0.132,0.326,0.32,0.126,0.179,0.559,0.47,0.074
126,880,0.096,0.583,0.45,0.126,0.031,0.49,0.47,0.101
126,980,0.122,0.764,0.482,0.169,0.112,0.45,0.563,0.13
126,1080,0.052,0.831,0.233,0.108,0.206,0.367,0.403,0.051
127,60,0.112,0.594,0.345,0.123,0.092,0.42,0.41,0.131
127,160,0.043,0.703,0.337,0.161,0.149,0.307,0.576,0.075
127,260,0.353,0.787,0.363,0.109,0.174,0.654,0.426,0.079
127,360,0.187,0.515,0.427,0.115,0.169,0.396,0.406,0.127
127,460,0.039,0.546,0.334,0.123,0.153,0.297,0.52,0.075
127,560,0.227,0.741,0.353,0.124,0.131,0.393,0.46,0.087
127,660,0.064,0.679,0.414,0.161,0.245,0.733,0.52,0.092
127,760,0.132,0.819,0.335,0.165,0.096,0.595,0.503,0.075
127,860,0.277,0.842,0.395,0.111,0.072,0.479,0.445,0.123
127,960,0.087,0.404,0.436,0.106,0.062,0.62,0.395,0.117
127,1060,0.13,0.61,0.31,0.107,0.177,0.211,0.417,0.072
128,40,0.12,0.449,0.318,0.184,0.077,0.522,0.587,0.082
128,140,0.067,0.69,0.652,0.109,0.144,0.475,0.422,0.17
128,240,0.041,0.77,0.216,0.159,0.169,0.407,0.532,0.055
128,340,0.149,0.662,0.323,0.152,0.093,0.682,0.522,0.075
128,440,0.018,0.564,0.275,0.126,0.11,0.818,0.474,0.09
128,540,0.119,0.549,0.222,0.154,0.228,0.525,0.537,0.051
128,640,0.038,0.599,0.26,0.097,0.095,0.607,0.359,0.067
128,740,0.083,0.492,0.391,0.174,0.102,0.493,0.611,0.095
128,840,0.096,0.431,0.234,0.088,0.198,0.465,0.353,0.052
128,940,0.061,0.742,0.386,0.116,0.047,0.375,0.448,0.1
128,1040,0.037,0.778,0.221,0.125,0.243,0.624,0.519,0.056
129,20,0.064,0.613,0.333,0.124,0.095,0.632,0.464,0.079
129,120,0.11,0.354,0.263,0.12,0.302,0.853,0.503,0.067
129,220,0.06,0.45,0.274,0.176,0.228,0.296,0.587,0.064
129,320,0.159,0.545,0.352,0.128,0.108,0.488,0.468,0.081
129,420,0.098,0.448,0.366,0.155,0.312,0.528,0.552,0.097
129,520,0.02,0.473,0.289,0.113,0.138,0.487,0.467,0.092
129,620,0.126,0.573,0.244,0.1,0.176,0.595,0.356,0.06
129,720,0.11,0.871,0.248,0.092,0.118,0.546,0.352,0.056
129,820,0.114,0.356,0.376,0.079,0.107,0.448,0.347,0.107
129,920,0.016,0.952,0.336,0.117,0.119,0.629,0.46,0.076
129,1020,0.057,0.439,0.285,0.17,0.172,0.513,0.657,0.069
129,1120,0.081,0.593,0.378,0.096,0.127,0.3,0.343,0.082
130,100,0.033,0.756,0.336,0.092,0.211,0.574,0.384,0.079
130,200,0.046,0.629,0.316,0.168,0.128,0.571,0.645,0.075
130,300,0.059,0.515,0.404,0.166,0.079,0.59,0.613,0.094
130,400,0.026,0.375,0.346,0.132,0.181,0.589,0.496,0.075
130,500,0.043,0.822,0.296,0.117,0.147,0.417,0.475,0.085
130,600,0.052,0.56,0.366,0.124,0.242,0.498,0.464,0.084
130,700,0.129,0.467,0.41,0.139,0.166,0.697,0.574,0.086
130,800,0.12,0.407,0.325,0.101,0.054,0.429,0.356,0.077
130,900,0.038,0.844,0.435,0.125,0.205,0.249,0.497,0.131
130,1000,0.123,0.77,0.294,0.152,0.296,0.601,0.574,0.062
130,1100,0.128,0.452,0.568,0.11,0.193,0.37,0.454,0.124
131,80,0.069,0.769,0.306,0.115,0.134,0.556,0.456,0.08
131,180,0.104,0.462,0.25,0.103,0.331,0.405,0.39,0.086
131,280,0.054,0.699,0.425,0.145,0.178,0.541,0.562,0.132
131,380,0.14,0.567,0.323,0.082,0.083,0.494,0.313,0.072
131,480,0.035,0.43,0.265,0.119,0.206,0.627,0.44,0.065
131,580,0.149,0.891,0.358,0.093,0.263,0.438,0.339,0.079
131,680,0.164,0.779,0.245,0.088,0.191,0.634,0.313,0.055
131,780,0.13,0.582,0.415,0.121,0.098,0.482,0.411,0.112
131,880,0.075,0.869,0.249,0.11,0.068,0.425,0.439,0.063
131,980,0.087,0.574,0.251,0.12,0.21,0.331,0.463,0.057
131,1080,0.169,0.588,0.403,0.138,0.203,0.319,0.4,0.107
132,60,0.061,0.717,0.463,0.09,0.165,0.466,0.32,0.123
132,160,0.069,0.527,0.219,0.123,0.135,0.631,0.479,0.043
132,260,0.212,0.7,0.364,0.118,0.282,0.367,0.374,0.083
132,360,0.051,0.503,0.362,0.098,0.072,0.537,0.403,0.089
132,460,0.106,0.49,0.373,0.111,0.104,0.476,0.382,0.089
132,560,0.232,1.018,0.343,0.107,0.145,0.213,0.427,0.08
132,660,0.02,0.616,0.411,0.114,0.193,0.398,0.455,0.088
132,760,0.091,0.56,0.355,0.111,0.234,0.551,0.378,0.084
132,860,0.169,0.465,0.335,0.082,0.247,0.32,0.329,0.071
132,960,0.058,0.903,0.349,0.163,0.174,0.513,0.48,0.079
132,1060,0.082,0.414,0.338,0.127,0.214,0.371,0.499,0.076
133,40,0.023,0.576,0.227,0.155,0.141,0.393,0.562,0.059
133,140,0.214,0.411,0.319,0.11,0.149,0.36,0.441,0.073
133,240,0.127,0.497,0.38,0.091,0.234,0.242,0.386,0.096
133,340,0.113,0.806,0.348,0.112,0.068,0.535,0.392,0.075
133,440,0.028,0.783,0.183,0.124,0.261,0.454,0.487,0.044
133,540,0.133,0.724,0.325,0.111,0.097,0.564,0.45,0.081
133,640,0.029,0.435,0.267,0.124,0.304,0.357,0.473,0.058
133,740,0.064,0.604,0.364,0.13,0.19,0.651,0.492,0.157
133,840,0.031,0.733,0.345,0.111,0.077,0.527,0.467,0.08
133,940,0.196,0.854,0.329,0.11,0.189,0.564,0.436,0.088
133,1040,0.05,0.641,0.335,0.157,0.156,0.456,0.57,0.076
134,20,0.041,0.666,0.308,0.125,0.204,0.453,0.5,0.066
134,120,0.069,0.918,0.277,0.089,0.16,0.295,0.327,0.073
134,220,0.15,0.765,0.318,0.169,0.082,0.456,0.514,0.073
134,320,0.083,0.344,0.26,0.11,0.234,0.502,0.449,0.063
134,420,0.11,0.656,0.34,0.106,0.144,0.365,0.387,0.079
134,520,0.196,0.491,0.452,0.111,0.245,0.683,0.416,0.201
134,620,0.063,0.665,0.378,0.142,0.233,0.278,0.465,0.104
134,720,0.088,0.899,0.304,0.205,0.143,0.32,0.65,0.077
134,820,0.089,1.26,0.324,0.124,0.08,0.339,0.428,0.071
134,920,0.124,0.659,0.317,0.092,0.079,0.466,0.358,0.069
134,1020,0.054,0.591,0.245,0.106,0.119,0.56,0.377,0.07
134,1120,0.036,0.47,0.354,0.111,0.16,0.359,0.39,0.063
135,100,0.108,0.421,0.324,0.153,0.185,0.465,0.566,0.091
135,200,0.084,0.542,0.306,0.161,0.114,0.423,0.467,0.072
135,300,0.28,0.401,0.265,0.283,0.231,0.422,0.645,0.073
135,400,0.027,0.518,0.276,0.117,0.208,0.553,0.477,0.048
135,500,0.029,0.888,0.429,0.116,0.227,0.387,0.462,0.102
135,600,0.121,0.515,0.401,0.105,0.245,0.481,0.377,0.089
135,700,0.063,0.84,0.244,0.092,0.129,0.628,0.338,0.048
135,800,0.024,0.521,0.285,0.09,0.081,0.357,0.386,0.068
135,900,0.104,0.483,0.286,0.135,0.354,0.744,0.512,0.065
135,1000,0.139,0.499,0.302,0.124,0.163,0.453,0.353,0.065
135,1100,0.125,0.521,0.331,0.107,0.104,0.448,0.381,0.087
136,80,0.134,0.751,0.323,0.109,0.165,0.598,0.431,0.097
136,180,0.151,0.591,0.366,0.12,0.277,0.429,0.437,0.087
136,280,0.038,0.757,0.295,0.111,0.072,0.463,0.439,0.068
136,380,0.045,0.691,0.218,0.108,0.157,0.484,0.426,0.052
136,480,0.164,0.637,0.259,0.148,0.06,0.703,0.467,0.063
136,580,0.129,0.462,0.407,0.11,0.068,0.627,0.41,0.1
136,680,0.167,0.263,0.251,0.108,0.18,0.398,0.44,0.073
136,780,0.058,0.655,0.244,0.108,0.223,0.636,0.407,0.057
136,880,0.258,0.57,0.323,0.096,0.157,0.551,0.373,0.082
136,980,0.117,0.706,0.437,0.112,0.212,0.453,0.412,0.101
136,1080,0.188,0.466,0.321,0.1,0.137,0.162,0.384,0.071
137,60,0.075,0.472,0.31,0.174,0.165,0.28,0.642,0.077
137,160,0.039,0.811,0.259,0.141,0.114,0.579,0.532,0.072
137,260,0.107,0.535,0.373,0.143,0.126,0.357,0.493,0.092
137,360,0.029,1.081,0.269,0.173,0.254,0.197,0.607,0.056
137,460,0.101,0.936,0.267,0.104,0.168,0.528,0.4,0.053
137,560,0.027,0.543,0.317,0.134,0.062,0.63,0.515,0.071
137,660,0.08,0.522,0.322,0.144,0.067,0.547,0.536,0.073
137,760,0.028,0.855,0.363,0.129,0.172,0.387,0.429,0.087
137,860,0.053,0.612,0.318,0.106,0.06,0.633,0.418,0.072
137,960,0.04,0.528,0.334,0.113,0.131,0.382,0.42,0.088
137,1060,0.018,0.844,0.3,0.149,0.072,0.699,0.516,0.073
138,40,0.035,1.394,0.465,0.168,0.084,0.673,0.581,0.089
138,140,0.058,0.609,0.212,0.115,0.182,0.461,0.472,0.055
138,240,0.023,0.751,0.251,0.185,0.155,0.517,0.629,0.056
138,340,0.102,0.705,0.327,0.122,0.125,0.348,0.415,0.073
138,440,0.041,0.629,0.419,0.118,0.092,0.448,0.457,0.098
138,540,0.037,0.767,0.307,0.145,0.092,0.426,0.562,0.069
138,640,0.084,0.686,0.344,0.087,0.215,0.579,0.325,0.097
138,740,0.046,0.444,0.413,0.247,0.139,0.712,0.39,0.098
138,840,0.082,0.557,0.442,0.083,0.109,0.457,0.358,0.121
138,940,0.049,0.613,0.31,0.098,0.117,0.422,0.287,0.07
138,1040,0.054,0.91,0.32,0.164,0.117,0.498,0.632,0.073
139,20,0.032,0.783,0.292,0.124,0.135,0.431,0.414,0.065
139,120,0.257,0.692,0.21,0.114,0.251,0.379,0.402,0.051
139,220,0.105,0.798,0.454,0.081,0.169,0.362,0.33,0.136
139,320,0.042,0.773,0.33,0.143,0.216,0.53,0.441,0.077
139,420,0.075,0.537,0.372,0.252,0.147,0.332,0.586,0.088
139,520,0.044,0.83,0.27,0.119,0.177,0.542,0.488,0.068
139,620,0.07,0.451,0.193,0.123,0.128,0.391,0.476,0.059
139,720,0.038,0.433,0.292,0.122,0.074,0.642,0.492,0.069
139,820,0.202,0.657,0.304,0.126,0.195,0.387,0.504,0.073
139,920,0.025,0.948,0.312,0.181,0.064,0.68,0.588,0.071
139,1020,0.041,0.621,0.291,0.091,0.135,0.339,0.4,0.068
139,1120,0.25,0.561,0.316,0.084,0.147,0.449,0.316,0.072
140,100,0.075,0.525,0.269,0.105,0.164,0.474,0.387,0.066
140,200,0.031,0.755,0.217,0.09,0.222,0.453,0.381,0.058
140,300,0.066,0.55,0.315,0.12,0.181,0.617,0.469,0.081
140,400,0.116,0.636,0.357,0.129,0.323,0.237,0.367,0.075
140,500,0.044,0.763,0.361,0.126,0.278,0.489,0.521,0.078
140,600,0.099,0.884,0.228,0.077,0.135,0.433,0.303,0.049
140,700,0.018,1.025,0.231,0.111,0.202,0.317,0.474,0.054
140,800,0.084,0.459,0.321,0.127,0.161,0.41,0.489,0.07
140,900,0.094,0.408,0.336,0.126,0.101,0.679,0.517,0.078
140,1000,0.02,0.879,0.408,0.121,0.036,0.623,0.516,0.088
140,1100,0.048,0.629,0.223,0.115,0.274,0.378,0.486,0.056
141,80,0.105,0.601,0.411,0.149,0.06,0.653,0.557,0.112
141,180,0.06,0.562,0.355,0.072,0.162,0.42,0.306,0.084
141,280,0.026,0.897,0.325,0.114,0.113,0.427,0.475,0.071
141,380,0.041,0.671,0.235,0.114,0.253,0.571,0.458,0.059
141,480,0.075,0.453,0.238,0.113,0.207,0.438,0.459,0.057
141,580,0.121,0.348,0.306,0.134,0.098,0.498,0.521,0.08
141,680,0.017,0.637,0.278,0.114,0.167,0.597,0.486,0.067
141,780,0.126,0.728,0.248,0.145,0.142,0.392,0.407,0.05
141,880,0.086,0.414,0.427,0.118,0.037,0.79,0.471,0.094
141,980,0.373,0.448,0.431,0.117,0.045,0.397,0.399,0.102
141,1080,0.05,0.615,0.401,0.12,0.099,0.497,0.477,0.084
142,60,0.091,0.783,0.391,0.103,0.138,0.374,0.389,0.112
142,160,0.239,0.597,0.362,0.109,0.19,0.56,0.318,0.077
142,260,0.024,0.695,0.256,0.116,0.251,0.421,0.479,0.053
142,360,0.151,0.471,0.357,0.12,0.18,0.649,0.448,0.098
142,460,0.037,0.681,0.305,0.115,0.141,0.767,0.477,0.067
142,560,0.037,0.661,0.457,0.111,0.218,0.345,0.488,0.116
142,660,0.038,0.648,0.251,0.112,0.206,0.564,0.459,0.076
142,760,0.028,0.593,0.308,0.111,0.047,0.631,0.435,0.067
142,860,0.113,0.394,0.272,0.117,0.181,0.393,0.47,0.066
142,960,0.127,0.748,0.278,0.108,0.179,0.419,0.371,0.062
142,1060,0.145,0.729,0.337,0.176,0.217,0.421,0.521,0.08
143,40,0.053,0.578,0.295,0.115,0.184,0.551,0.48,0.062
143,140,0.038,0.692,0.331,0.11,0.06,0.412,0.43,0.07
143,240,0.238,0.511,0.253,0.1,0.204,0.51,0.391,0.053
143,340,0.162,0.94,0.218,0.098,0.209,0.461,0.348,0.056
143,440,0.075,0.671,0.3,0.119,0.219,0.528,0.486,0.071
143,540,0.074,0.814,0.311,0.105,0.099,0.428,0.426,0.067
143,640,0.069,0.946,0.3,0.098,0.086,0.345,0.396,0.065
143,740,0.138,0.709,0.366,0.094,0.08,0.356,0.348,0.09
143,840,0.118,0.794,0.292,0.117,0.153,0.354,0.515,0.077
143,940,0.022,0.987,0.305,0.112,0.089,0.483,0.445,0.075
143,1040,0.091,0.509,0.266,0.126,0.22,0.428,0.455,0.053
144,20,0.03,0.634,0.442,0.117,0.058,0.613,0.417,0.097
144,120,0.17,0.603,0.426,0.132,0.075,0.52,0.479,0.101
144,220,0.063,0.815,0.284,0.118,0.204,0.466,0.474,0.076
144,320,0.11,0.436,0.266,0.113,0.185,0.341,0.454,0.058
144,420,0.045,0.737,0.451,0.144,0.078,0.443,0.511,0.102
144,520,0.069,0.495,0.519,0.113,0.106,0.365,0.456,0.122
144,620,0.041,0.685,0.256,0.141,0.194,0.564,0.535,0.057
144,720,0.111,0.61,0.336,0.12,0.106,0.483,0.493,0.089
144,820,0.05,0.632,0.433,0.12,0.117,0.438,0.471,0.123
144,920,0.043,0.644,0.272,0.105,0.141,0.476,0.437,0.062
144,1020,0.19,0.715,0.342,0.107,0.188,0.405,0.415,0.085
144,1120,0.035,0.661,0.26,0.098,0.201,0.363,0.334,0.071
145,100,0.032,1.004,0.39,0.133,0.189,0.375,0.519,0.072
145,200,0.159,0.63,0.336,0.102,0.116,0.261,0.373,0.083
145,300,0.053,0.817,0.266,0.102,0.221,0.561,0.338,0.058
145,400,0.141,0.408,0.288,0.117,0.151,0.428,0.442,0.076
145,500,0.154,0.549,0.346,0.159,0.169,0.681,0.512,0.072
145,600,0.162,0.596,0.323,0.133,0.11,0.489,0.473,0.069
145,700,0.112,0.458,0.307,0.111,0.056,0.557,0.388,0.069
145,800,0.031,0.88,0.33,0.113,0.09,0.454,0.471,0.071
145,900,0.085,0.494,0.43,0.105,0.107,0.406,0.457,0.099
145,1000,0.153,0.768,0.308,0.082,0.101,0.542,0.327,0.072
145,1100,0.07,0.733,0.254,0.108,0.177,0.412,0.358,0.055
146,80,0.043,0.597,0.294,0.158,0.285,0.372,0.568,0.064
146,180,0.22,0.68,0.321,0.098,0.084,0.554,0.368,0.073
146,280,0.049,0.612,0.275,0.099,0.204,0.336,0.373,0.054
146,380,0.028,0.549,0.299,0.115,0.033,0.546,0.499,0.068
146,480,0.099,0.483,0.374,0.113,0.12,0.364,0.46,0.086
146,580,0.097,0.642,0.291,0.14,0.194,0.549,0.5,0.068
146,680,0.061,0.779,0.331,0.143,0.188,0.481,0.426,0.067
146,780,0.087,0.532,0.241,0.17,0.219,0.427,0.607,0.055
146,880,0.047,0.602,0.371,0.123,0.124,0.586,0.487,0.099
146,980,0.046,0.631,0.306,0.122,0.059,0.541,0.475,0.068
146,1080,0.08,0.476,0.433,0.121,0.065,0.575,0.465,0.094
147,60,0.069,0.457,0.355,0.103,0.183,0.425,0.42,0.081
147,160,0.197,0.319,0.309,0.085,0.109,0.442,0.321,0.072
147,260,0.079,0.527,0.429,0.127,0.103,0.403,0.471,0.094
147,360,0.039,0.751,0.226,0.177,0.123,0.518,0.695,0.046
147,460,0.226,1.04,0.257,0.098,0.212,0.825,0.39,0.06
147,560,0.117,0.606,0.318,0.108,0.096,0.548,0.448,0.07
147,660,0.046,0.696,0.304,0.113,0.048,0.489,0.497,0.065
147,760,0.024,0.655,0.253,0.115,0.092,0.456,0.481,0.06
147,860,0.093,0.617,0.314,0.092,0.081,0.526,0.364,0.071
147,960,0.125,0.925,0.319,0.102,0.092,0.473,0.396,0.07
147,1060,0.039,0.548,0.304,0.116,0.07,0.642,0.485,0.07
148,40,0.075,0.529,0.303,0.099,0.128,0.524,0.366,0.07
148,140,0.035,0.753,0.341,0.128,0.088,0.535,0.499,0.078
148,240,0.148,0.625,0.241,0.111,0.125,0.373,0.43,0.062
148,340,0.035,0.51,0.365,0.164,0.06,0.366,0.575,0.093
148,440,0.035,0.729,0.277,0.116,0.197,0.506,0.473,0.072
148,540,0.214,0.693,0.175,0.124,0.306,0.541,0.411,0.045
148,640,0.158,0.632,0.349,0.1,0.091,0.283,0.378,0.073
148,740,0.033,0.551,0.274,0.108,0.153,0.419,0.438,0.073
148,840,0.045,0.684,0.259,0.158,0.14,0.696,0.596,0.057
148,940,0.067,0.602,0.288,0.119,0.148,0.397,0.463,0.064
148,1040,0.033,1.046,0.331,0.104,0.087,0.567,0.454,0.077
149,20,0.041,0.476,0.315,0.153,0.101,0.455,0.593,0.074
149,120,0.207,0.802,0.397,0.092,0.109,0.496,0.361,0.111
149,220,0.108,0.689,0.265,0.084,0.15,0.618,0.336,0.058
149,320,0.125,0.541,0.279,0.088,0.115,0.473,0.352,0.065
149,420,0.093,0.641,0.352,0.111,0.094,0.403,0.46,0.075
149,520,0.198,0.499,0.361,0.082,0.133,0.29,0.334,0.084
149,620,0.051,0.619,0.329,0.149,0.225,0.386,0.545,0.06
149,720,0.042,0.633,0.296,0.11,0.199,0.413,0.478,0.068
149,820,0.073,0.54,0.235,0.113,0.146,0.586,0.474,0.065
149,920,0.056,0.625,0.192,0.106,0.124,0.446,0.443,0.045
149,1020,0.127,0.539,0.271,0.092,0.121,0.435,0.341,0.056
149,1120,0.157,0.548,0.608,0.122,0.11,0.45,0.439,0.148
150,100,0.188,0.607,0.27,0.104,0.229,0.484,0.371,0.063
150,200,0.083,0.698,0.329,0.106,0.114,0.463,0.371,0.073
150,300,0.036,0.611,0.264,0.111,0.247,0.475,0.483,0.063
150,400,0.102,0.913,0.303,0.113,0.209,0.531,0.438,0.053
150,500,0.136,0.656,0.313,0.166,0.09,0.5,0.475,0.068
150,600,0.249,0.582,0.325,0.111,0.095,0.329,0.397,0.078
150,700,0.069,0.537,0.23,0.114,0.136,0.452,0.447,0.055
150,800,0.145,0.624,0.303,0.189,0.065,0.325,0.444,0.071
150,900,0.039,0.826,0.515,0.114,0.096,0.665,0.464,0.134
150,1000,0.098,0.644,0.375,0.151,0.098,0.406,0.542,0.086
150,1100,0.108,0.801,0.334,0.102,0.193,0.421,0.368,0.073
